Product_ID,Quantity,Product_List_Title,Unit_Price,Total_Cost,Discount_Rate
549,4,Product 13,262.35277325776434,1765.4942792979723,0.0
550,5,Product 35,476.1973782143273,5096.553818483975,0.15
515,9,Product 13,198.9428203315333,9017.459255455597,0.15
523,6,Product 56,313.56783801778863,4234.8977301931445,0.2
554,4,Product 99,182.94966669165476,2337.635758086584,0.2
504,2,Product 74,174.2867345383649,2156.8880375592453,0.05
519,1,Product 44,211.85946656670995,1644.2497299673716,0.15
501,5,Product 3,137.5159330127624,9879.693506505686,0.0
532,3,Product 66,327.4305485353589,5179.406172156327,0.0
517,5,Product 22,190.2151340005149,2148.212478372709,0.15
542,9,Product 61,334.2253013159297,2182.9584706149426,0.15
501,8,Product 2,237.4066281322169,2727.043200109389,0.0
553,8,Product 61,204.83006549090655,8580.458016143602,0.1
558,8,Product 6,222.03727664965527,6170.651560193233,0.1
532,9,Product 42,207.4079084899922,4855.098529248661,0.0
534,6,Product 89,315.5879013622304,2903.7502387424056,0.2
537,5,Product 89,122.90416443750144,873.059435295697,0.0
539,1,Product 22,132.9375923886402,6901.469533565044,0.1
544,9,Product 26,461.2873153373222,2699.014530770332,0.05
513,9,Product 75,94.13001477567028,9379.93419713886,0.2
546,6,Product 21,191.2084954337165,8361.753996603446,0.15
526,7,Product 47,40.57309361315585,5096.553818483975,0.05
528,2,Product 80,485.425983765768,4548.151760546192,0.0
503,1,Product 82,330.6275826914327,728.0479260264442,0.1
546,5,Product 81,398.6400082584023,8352.23520481891,0.1
533,4,Product 24,314.9481996624506,1481.01758431296,0.1
533,8,Product 95,295.7634940957778,2496.0183326673423,0.0
532,6,Product 46,440.80102857461134,5799.799918770696,0.1
546,2,Product 98,319.15167721229005,5548.8216847984,0.15
550,2,Product 88,450.29469629067125,3762.17367068762,0.0
557,6,Product 91,420.6959377444349,6857.580784286234,0.0
560,5,Product 55,353.55840126456206,2577.7819446121225,0.15
549,9,Product 71,217.08830653666848,6875.384992316773,0.05
516,3,Product 71,307.29854511154383,6925.430144790879,0.15
501,3,Product 68,277.7508548781452,8264.400466025749,0.05
506,9,Product 15,56.74564588347321,5080.254939738498,0.15
532,5,Product 75,351.11651111758334,2594.632574440118,0.2
534,9,Product 78,242.22139785689032,6086.00440258147,0.05
547,9,Product 5,394.04232281721255,2684.940662650785,0.05
509,1,Product 98,24.71274261140248,561.4113990022503,0.0
522,7,Product 96,31.510971895072508,8299.319664341838,0.2
547,2,Product 60,256.4677905033749,698.8741193539661,0.1
552,3,Product 42,237.85466358794952,727.4895200695931,0.0
508,4,Product 37,290.577544112191,4981.528456425172,0.2
546,2,Product 83,263.8006585791637,7302.474745800372,0.0
502,2,Product 93,420.1886176370196,3495.9555610281163,0.2
538,1,Product 97,137.1924601447741,5877.175036434299,0.2
523,3,Product 74,234.27280652805405,5096.553818483975,0.15
547,7,Product 78,359.8858344552821,1159.2438160897425,0.0
529,4,Product 64,113.701590299232,5096.553818483975,0.0
543,3,Product 18,53.41630984514274,5096.553818483975,0.2
514,9,Product 89,339.7071176130591,6956.515232753864,0.1
542,7,Product 13,46.31165706168487,5096.553818483975,0.2
511,7,Product 17,128.5277141153157,5096.553818483975,0.05
543,4,Product 15,208.2184189311961,9009.054470532858,0.15
556,8,Product 80,42.6167166779692,3315.0951180481006,0.1
511,7,Product 92,256.2893088887639,4109.801250171249,0.0
552,4,Product 37,483.3632775130519,5096.553818483975,0.0
534,3,Product 11,51.43703526764655,5096.553818483975,0.1
536,8,Product 53,446.300663437471,4119.042527723012,0.1
544,4,Product 82,256.4677905033749,2182.281426274253,0.1
535,6,Product 75,427.7482364105255,5096.553818483975,0.0
524,1,Product 78,101.98397878920352,8471.892776672148,0.0
504,3,Product 48,142.69510073811657,3286.8575036895936,0.0
511,6,Product 29,396.753495676646,7155.80921574729,0.05
534,1,Product 1,36.62269706322287,5923.335459975025,0.1
528,6,Product 14,367.3789491031182,560.6009123626114,0.0
510,1,Product 76,222.8576263132388,6806.332511100889,0.0
525,8,Product 11,471.934916356115,5096.553818483975,0.1
502,9,Product 59,444.185783303472,1765.2301938414723,0.0
508,8,Product 84,457.75633749789705,8792.164504873814,0.1
515,6,Product 79,67.60013707360778,8290.641269528669,0.05
518,6,Product 35,256.4677905033749,4678.628577281432,0.15
526,6,Product 73,134.1034679261304,6663.271168514167,0.2
507,5,Product 22,439.9017220350909,1253.1627039963216,0.0
522,7,Product 16,356.41847885330094,9307.67592771227,0.1
548,8,Product 67,256.4677905033749,3423.8236002849167,0.1
543,6,Product 90,307.79881471686974,5786.414054813809,0.0
549,9,Product 78,442.45433961845015,1056.3704002030718,0.2
549,6,Product 40,376.61011690393474,9900.300667151065,0.15
508,5,Product 51,414.45367542073456,3317.8185804923846,0.2
506,6,Product 40,198.3339688768261,5096.553818483975,0.0
547,9,Product 28,17.199760440927385,5096.553818483975,0.2
541,4,Product 12,42.95539784401025,1671.195903339995,0.2
519,8,Product 66,251.50364637924883,1128.5692939271844,0.0
539,6,Product 5,56.50978904261816,5426.336042324472,0.1
507,3,Product 93,292.7900671587772,2031.5787137636644,0.2
539,1,Product 93,256.4677905033749,5343.613090729348,0.2
506,8,Product 90,214.9835934101173,3071.117448826774,0.15
507,3,Product 99,475.8786267883556,3268.8786781910417,0.15
508,6,Product 38,446.1691573240472,3750.022398204144,0.05
508,2,Product 22,186.6091452993282,6597.285409613636,0.2
506,3,Product 34,292.5841754403006,1705.9719306722404,0.05
502,5,Product 6,430.8202178723958,9653.059501006112,0.2
532,1,Product 78,407.33050469388,6483.296217129723,0.0
537,2,Product 45,256.4677905033749,5096.553818483975,0.1
528,4,Product 12,330.7788365643177,4570.350086563557,0.0
531,2,Product 74,256.4677905033749,8690.928249752793,0.0
513,7,Product 46,152.347207778996,2310.7934142072727,0.05
501,7,Product 73,275.462872491106,9126.176181505793,0.05
529,4,Product 76,10.663276600579396,5096.553818483975,0.2
533,6,Product 55,103.15274839402652,5096.553818483975,0.0
520,5,Product 48,189.18356664807197,9091.417862441644,0.1
545,4,Product 52,263.1822087608712,4425.138913473335,0.2
515,1,Product 60,405.5062133087925,8906.12361811204,0.0
521,3,Product 62,480.85087199512407,4474.700567094169,0.05
503,5,Product 31,60.258301665959,4708.820210207385,0.15
501,8,Product 10,418.0868846262528,5096.553818483975,0.0
505,2,Product 24,410.3927895876368,2647.7511746003456,0.0
550,5,Product 74,141.02699365019524,1477.004625496029,0.2
514,1,Product 50,73.54269932987532,6085.920479906411,0.15
560,7,Product 92,293.3662157159767,6803.474142177796,0.0
555,6,Product 45,487.9181354047446,1368.5089222628126,0.15
556,7,Product 61,64.64098403742543,8113.734874118059,0.1
541,3,Product 20,235.235786497304,7463.50101861492,0.15
553,3,Product 69,209.6960852058911,5103.110953260103,0.05
512,7,Product 35,496.6949575572524,9359.271344983465,0.05
506,5,Product 28,135.66689989821532,4551.747598797681,0.15
550,6,Product 34,425.7284357543571,3785.157934899037,0.05
537,2,Product 14,256.4677905033749,2631.0263091084994,0.1
501,8,Product 79,150.94003723140233,4223.150347967136,0.1
505,6,Product 81,45.43507287638992,1868.748467125396,0.05
550,2,Product 4,145.39636314826828,9889.99944265307,0.2
551,4,Product 82,381.8003643410893,6920.317788488699,0.1
512,3,Product 94,278.9407458879044,5096.553818483975,0.05
532,3,Product 96,256.4677905033749,9324.165723532871,0.2
514,8,Product 53,319.3952713970044,9708.5572166997,0.0
514,2,Product 5,367.2007202113501,9301.406080583756,0.1
517,3,Product 38,310.5129255948157,5980.37141245648,0.15
508,8,Product 97,16.735321465559174,4362.610104914987,0.05
554,1,Product 18,407.4506472674008,4322.859463343461,0.2
533,1,Product 82,371.57952274347247,3573.5389186121697,0.05
525,3,Product 88,180.5668406524612,7209.33854427499,0.05
553,7,Product 80,300.491688448974,5096.553818483975,0.0
558,1,Product 37,14.09820411965998,8813.769376900946,0.15
560,2,Product 96,406.03525290451887,6016.641303265707,0.1
505,1,Product 74,453.9826596358176,3930.2099002398536,0.15
543,3,Product 10,136.76870465616605,3311.354279647853,0.15
514,1,Product 96,170.10384559472,7437.3673005309265,0.1
522,7,Product 36,82.01172769822274,4406.376144384185,0.0
511,8,Product 61,213.72980072642773,6918.797570967194,0.1
531,3,Product 15,399.31261680046686,3411.402946406793,0.2
547,4,Product 42,308.903634368948,6926.595620445742,0.0
559,4,Product 15,349.87284816215964,5547.293174333853,0.15
555,2,Product 89,404.162889241962,2218.473063099534,0.0
525,5,Product 52,64.1116130714403,4325.685349448322,0.2
554,5,Product 25,296.0486624519147,2022.1432092768096,0.1
541,9,Product 78,290.15553174043686,1917.8699625440024,0.2
513,3,Product 45,414.1241863000337,9597.500639589583,0.05
558,8,Product 13,120.80141231233924,3430.448674150098,0.1
552,1,Product 92,217.4342206350668,5856.982750026322,0.2
527,2,Product 62,256.5111358821198,3933.3359011382704,0.0
524,9,Product 10,413.0420492482564,9538.725843799371,0.0
503,6,Product 34,486.9574833907624,5096.553818483975,0.05
518,2,Product 5,13.84237947823924,7481.795550251495,0.0
541,8,Product 28,106.36025662694976,5096.553818483975,0.2
546,3,Product 15,175.2312220272185,2038.2685630060305,0.2
557,6,Product 77,47.66241688532012,1281.587080632088,0.0
525,5,Product 78,488.24677340681467,6945.74969878006,0.15
540,5,Product 76,233.03427594949164,1763.5930896196237,0.05
526,9,Product 97,256.4677905033749,7809.764493779448,0.1
502,4,Product 97,167.53289361146216,5096.553818483975,0.05
533,5,Product 46,47.35721680704659,5693.608979685237,0.0
557,1,Product 56,490.7843392904168,5096.553818483975,0.1
539,2,Product 59,48.44334999539073,5096.553818483975,0.2
548,1,Product 33,256.4677905033749,5096.553818483975,0.1
547,4,Product 54,111.06353577971478,4791.525021823716,0.0
552,5,Product 16,356.6245300161346,1190.9820038973498,0.0
535,1,Product 25,355.2316697334482,4561.121313857546,0.05
527,1,Product 44,371.9743438560175,9214.046632487967,0.0
550,3,Product 47,302.6060999352479,4140.545976498891,0.0
536,1,Product 63,282.87043715432696,3647.846077995012,0.1
553,4,Product 91,430.7944968812414,5096.553818483975,0.1
501,9,Product 7,40.63788491399441,7129.411462299116,0.15
517,7,Product 55,256.4677905033749,2254.008344800008,0.1
506,3,Product 42,212.68491071013128,4179.563920765483,0.15
540,2,Product 57,155.31435698090604,1299.212791464137,0.2
555,6,Product 3,299.6538485966731,5791.884876112834,0.15
508,6,Product 36,110.11502786549543,1593.8886947544108,0.0
519,7,Product 89,226.84730225922533,2917.572650373472,0.0
512,7,Product 90,192.830083026968,8139.572867346899,0.0
508,7,Product 35,247.1547904080761,7359.62760993596,0.0
553,8,Product 10,124.75965175390373,3499.844936870212,0.2
526,3,Product 49,25.26305546876162,5951.725571932415,0.2
536,3,Product 63,10.976146257344432,5232.2344637064025,0.0
511,7,Product 82,256.4677905033749,987.291565321548,0.05
547,2,Product 16,14.076771691324089,2956.620115780448,0.0
523,4,Product 9,332.93225096479387,7482.739268803322,0.0
539,6,Product 72,145.7361369197296,5096.553818483975,0.1
506,9,Product 7,341.7009836684503,1526.4233140758677,0.1
532,2,Product 11,186.4247282914794,1967.6759380467952,0.05
545,5,Product 61,321.6107601450883,9966.999933586882,0.15
542,9,Product 94,297.91707684360694,7597.243537725774,0.15
514,5,Product 42,307.35500821466815,7102.054633758953,0.2
543,6,Product 89,368.87651403860576,2896.9633071620274,0.0
520,4,Product 49,158.9318310049634,3589.506364624008,0.05
548,7,Product 54,350.0352993499768,2720.5375243490703,0.15
520,8,Product 89,70.94051551025001,9326.874813511027,0.05
525,7,Product 35,43.54477247345325,5096.553818483975,0.0
502,6,Product 57,256.4677905033749,8407.453626779452,0.1
538,4,Product 70,473.8995271724638,4576.092508375326,0.0
534,4,Product 94,190.6665137237497,4279.724178665558,0.2
529,1,Product 81,386.10813797378,789.4050199351211,0.0
521,4,Product 88,371.3387820276319,4481.44499271231,0.2
554,1,Product 95,429.70323963648417,607.3740975957135,0.05
558,5,Product 15,331.7492261168593,4467.83646026145,0.2
549,8,Product 71,82.16502614052456,4581.896951873905,0.0
538,3,Product 49,256.4677905033749,9634.177083454066,0.2
536,8,Product 17,403.7334531366756,5981.325317967978,0.0
554,4,Product 4,87.06387200806053,3676.811200393112,0.1
502,3,Product 7,185.32890121563892,7545.5937924424015,0.1
514,4,Product 92,221.68927452130796,9784.159359381249,0.0
533,1,Product 18,445.1779125776776,5096.553818483975,0.15
526,3,Product 36,485.6315072507746,3249.675455385136,0.0
509,3,Product 46,237.47687467222025,7942.9608204680435,0.0
533,4,Product 76,246.6894518038561,7046.3327106081815,0.05
559,8,Product 81,132.01428069345403,2113.927195581044,0.15
508,3,Product 36,256.5349115502546,2364.3343087085736,0.05
544,9,Product 7,90.98940017004914,895.0001185426408,0.2
537,7,Product 62,43.493068151879726,3324.2284406726017,0.1
533,9,Product 29,72.6547325989846,5096.553818483975,0.05
549,3,Product 7,172.90351700286888,8347.614503208712,0.2
504,8,Product 50,256.4677905033749,3083.9867507713825,0.1
503,5,Product 54,315.6341115833645,9588.844121948823,0.05
503,7,Product 78,350.3740698579266,2252.360985068892,0.1
535,2,Product 4,256.4677905033749,5096.553818483975,0.0
539,6,Product 66,369.8775267170398,7239.669214022761,0.05
539,7,Product 10,334.59266573352335,8179.854519490064,0.0
519,3,Product 83,105.53784795114171,5096.553818483975,0.0
555,2,Product 10,498.6193534124457,9425.901595739077,0.05
553,4,Product 89,156.90225850696558,3462.8546397553896,0.05
545,4,Product 80,157.51257813881338,5714.291614654698,0.1
512,9,Product 63,256.4677905033749,653.9037747249386,0.2
550,7,Product 30,373.042987514515,8078.456501808033,0.0
511,7,Product 34,107.61548469808602,1560.133499593851,0.15
511,5,Product 75,167.61829493317882,2486.064050215037,0.15
555,6,Product 44,376.70833134135336,4550.784389615414,0.2
536,7,Product 4,299.4125386573725,9416.03294299474,0.2
503,9,Product 79,30.78692612137693,4472.375487546597,0.2
518,2,Product 19,298.8324548475016,5096.553818483975,0.15
530,4,Product 88,260.4532782262426,2236.9589087537624,0.2
507,4,Product 63,392.3843005497804,9387.10287851121,0.15
520,3,Product 22,97.88869418598313,8727.96468108943,0.1
545,7,Product 21,225.4728383888752,2217.458930342605,0.0
501,8,Product 22,449.7092742375567,5214.272608057732,0.0
531,4,Product 5,486.8082998564431,5383.906704236967,0.0
543,5,Product 45,154.6923420834922,7387.5577248416275,0.2
509,2,Product 97,498.1172600144016,8500.57107817862,0.05
513,9,Product 42,143.2535593150399,6241.413537290326,0.2
531,8,Product 79,190.5399707591237,6672.986444260846,0.05
559,2,Product 46,359.39256481081617,1390.8769994416566,0.1
550,2,Product 25,109.28999072631817,6440.636614567312,0.2
512,6,Product 5,10.005701030129408,9193.076958913613,0.0
537,6,Product 13,449.98040160925626,5642.066053945942,0.15
556,7,Product 12,482.398424080153,3000.8497919211063,0.2
544,5,Product 17,428.9647987937682,7449.1204171796,0.0
533,3,Product 64,151.70184868501542,6888.818995399667,0.0
554,9,Product 3,464.2842081406294,2782.8416727784843,0.2
555,8,Product 84,343.2548238690166,1069.4613581824287,0.2
516,5,Product 96,256.4677905033749,8409.811846598244,0.1
551,4,Product 81,255.30589135450472,4866.048543529419,0.0
530,9,Product 42,256.4677905033749,4974.122398129968,0.1
533,8,Product 36,423.98696040006223,1233.2815371514455,0.05
504,4,Product 53,395.8196431086431,7424.922400998994,0.0
510,2,Product 42,412.69716382682606,5930.272670087967,0.1
529,2,Product 58,65.51871731645745,4942.971518606332,0.0
546,2,Product 41,29.099867123953903,1431.07300541704,0.1
552,5,Product 42,256.4677905033749,8428.432007428462,0.05
540,2,Product 23,137.17547375628425,7519.23343276381,0.05
509,7,Product 56,245.6361718354744,4119.417099849799,0.2
527,8,Product 14,79.99256275902262,6751.971071536675,0.1
551,3,Product 45,172.4667025429249,5273.059228080576,0.1
502,2,Product 49,257.7607351767598,2273.0794280779846,0.0
512,1,Product 52,382.9085172228837,880.5616309815975,0.0
519,6,Product 27,234.880853132442,9052.509056419667,0.1
524,9,Product 32,228.31540298352652,6741.789733224019,0.05
538,8,Product 61,78.99344495741128,1028.252455964376,0.1
518,7,Product 23,484.20311798208536,5935.16815536096,0.0
512,9,Product 54,148.41458454874305,6312.394690980604,0.15
550,9,Product 39,300.8448583356051,6757.817567906711,0.15
508,2,Product 58,209.9943285246821,5096.553818483975,0.1
509,3,Product 62,374.0119318972901,7423.391517281151,0.15
556,1,Product 53,200.0347840592963,8783.174082164802,0.0
538,2,Product 32,25.554445032764423,7912.020161088519,0.05
554,5,Product 38,447.01735095726,2594.7905026386475,0.0
508,1,Product 77,287.4285387002847,5151.61872230431,0.15
513,5,Product 30,317.92896374114764,8230.37176536116,0.1
559,9,Product 5,59.67271980104798,9929.527057133751,0.2
539,5,Product 68,129.26437477707992,5096.553818483975,0.1
505,3,Product 36,177.53358627169027,8805.919674302266,0.2
506,6,Product 65,256.4677905033749,1150.2792993771595,0.0
539,6,Product 96,338.8671619560474,8236.674403053232,0.0
549,5,Product 33,293.61530971085085,959.4457549634184,0.1
503,2,Product 26,376.2477592323801,1929.486574556976,0.0
539,5,Product 22,403.7065442154735,7881.968213691684,0.1
538,8,Product 92,405.4130905331569,5096.553818483975,0.0
543,4,Product 67,303.53184770368694,7770.951956651386,0.05
550,3,Product 38,108.13818875513668,6137.883135694876,0.05
542,1,Product 60,256.4677905033749,8841.31837202234,0.0
553,5,Product 18,49.76309748275718,5096.553818483975,0.2
501,6,Product 69,222.57053559249948,2572.971578245636,0.15
559,5,Product 20,14.86267235263946,7864.818492432018,0.2
521,9,Product 21,109.1045484570221,5769.526735489489,0.15
522,4,Product 86,122.14897661691452,3824.4096089217833,0.15
530,9,Product 32,351.632597135722,8431.998454096836,0.05
543,8,Product 1,35.39954156866722,1038.4641055754364,0.1
557,7,Product 85,369.0225347892374,5096.553818483975,0.0
553,4,Product 65,273.7826521952996,8399.424164566124,0.1
547,5,Product 9,320.02882058681445,7627.524757419002,0.1
523,4,Product 72,264.4200396823005,7166.513601833944,0.0
544,3,Product 71,302.45741967500214,7933.0452160214845,0.0
512,8,Product 85,18.304355795894686,8557.037732648485,0.2
558,8,Product 76,256.4677905033749,5096.553818483975,0.0
524,1,Product 85,357.2951710622856,1681.2854935932685,0.05
552,3,Product 39,370.9022618840484,7077.365908466934,0.1
528,7,Product 53,256.4677905033749,5640.581336349025,0.15
530,6,Product 9,82.17849169669547,1638.9653879907648,0.1
507,9,Product 98,47.7161179966283,6248.3504261351145,0.1
546,8,Product 57,131.70796828417167,500.291829031133,0.2
545,6,Product 60,432.6938308630977,8771.540326845674,0.0
503,3,Product 53,150.83070226813408,3169.972626585447,0.0
547,3,Product 3,402.0017060642039,2505.6964543013555,0.05
512,3,Product 70,35.47478246907667,3870.902627660045,0.15
